objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
WL0370,9166,WL0370,"We Like Mine, Star-Morning Mine Unit, Morning Mine",silver; antimony; copper; lead; zinc,Bunker Hill Limited Partnership; Hecla Mining Company; Star Phoenix Mining; Federal Mining and Smelting Company,-115.82,47.49,"115° 49' 28.40404800"" W","47° 29' 27.45096000"" N",-115.82,47.49,Mullan,Wallace,Wallace,48N 05E SWSE,48N,05E,21,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,120,83846,Hunter,0,1,0,0,0,0,1,|We Like Mine|Star-Morning Mine Unit|Morning Mine|,|silver|antimony|copper|lead|zinc|,|Bunker Hill Limited Partnership|Hecla Mining Company|Star Phoenix Mining|Federal Mining and Smelting Company|,-115.82,47.49,text,record,record,,,
WL0371,9167,WL0371,"Rainbow Mine, Silver Rock",silver; antimony; lead; copper; uranium; zinc,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company,-115.99,47.48,"115° 59' 37.50568800"" W","47° 29' 16.21438800"" N",-115.99,47.48,Wallace,Wallace,Wallace,48N 04E SWSE,48N,04E,19,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,223,83873,Evolution,0,1,0,0,0,0,1,|Rainbow Mine|Silver Rock|,|silver|antimony|lead|copper|uranium|zinc|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|,-115.99,47.48,text,record,record,,,
WL0372,9168,WL0372,"You Like Mine, Star-Morning Mine Unit, Morning Mine",silver; antimony; lead; zinc; copper,Bunker Hill Limited Partnership; Hecla Mining Company; Star Phoenix Mining; Federal Mining and Smelting Company,-115.81,47.48,"115° 48' 43.15064400"" W","47° 29' 23.05928400"" N",-115.81,47.48,Mullan,Wallace,Wallace,48N 05E SWSW,48N,05E,22,SWSW,SW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,122,83846,Hunter,0,1,0,0,1,1,1,|You Like Mine|Star-Morning Mine Unit|Morning Mine|,|silver|antimony|lead|zinc|copper|,|Bunker Hill Limited Partnership|Hecla Mining Company|Star Phoenix Mining|Federal Mining and Smelting Company|,-115.81,47.48,text,record,record,,,
WL0373,9169,WL0373,"Wonder Prospect, Deep Wonder, Mutual Mines Development Co.",lead; silver; zinc,,-115.85,47.48,"115° 51' 04.13074800"" W","47° 29' 21.22224000"" N",-115.85,47.48,Mullan,Wallace,Wallace,48N 05E SESW,48N,05E,20,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,117,83873,Lelande,0,1,0,0,0,0,1,|Wonder Prospect|Deep Wonder|Mutual Mines Development Co.|,|lead|silver|zinc|,,-115.85,47.48,text,record,record,,,
WL0374,9170,WL0374,Snowshoe Mine,copper; silver,,-115.73,47.48,"115° 44' 27.25504800"" W","47° 29' 16.72522800"" N",-115.74,47.48,Lookout Pass,Wallace,Wallace,48N 06E SESW,48N,06E,19,SESW,SW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,275,83846,Hunter,0,1,0,0,0,0,1,|Snowshoe Mine|,|copper|silver|,,-115.74,47.48,text,record,record,,,
WL0375,9171,WL0375,"Sisters Mine, Sierra Silver Lead, Sister Mine",gold; copper; lead; zinc; silver,Bunker Hill; Shoshone Mining and Milling; Sierra Silver Lead Mining; Sierra Silver-Lead Mining; Sister Mining and Milling; Spokane National Mines,-115.9,47.48,"115° 54' 08.38404000"" W","47° 29' 15.02887200"" N",-115.9,47.48,Wallace,Wallace,Wallace,48N 04E NENE,48N,04E,26,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,243,83873,Placer Center,0,1,0,0,1,0,1,|Sisters Mine|Sierra Silver Lead|Sister Mine|,|gold|copper|lead|zinc|silver|,|Bunker Hill|Shoshone Mining and Milling|Sierra Silver Lead Mining|Sierra Silver-Lead Mining|Sister Mining and Milling|Spokane National Mines|,-115.9,47.48,text,record,record,,,
WL0376,8934,WL0376,Summit Silver Group,,,-115.68,47.48,"115° 41' 25.98968400"" W","47° 29' 15.43056000"" N",-115.69,47.48,Lookout Pass,Wallace,Wallace,48N 06E NENE,48N,06E,28,NENE,NE,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,278,83846,Hunter,0,0,0,0,0,0,0,|Summit Silver Group|,,,-115.69,47.48,text,record,record,,,
WL0377,8935,WL0377,"Fanny Gremm, Little Sunshine, Elk",lead; zinc; silver,Elk Mining; Fannie Gremm Mining; Little Sunshine Mining; United Mines and Metals,-115.8,47.48,"115° 48' 30.15421200"" W","47° 29' 19.09939200"" N",-115.8,47.48,Mullan,Wallace,Wallace,48N 05E SESW,48N,05E,22,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,137,83846,Hunter,0,1,0,0,0,0,1,|Fanny Gremm|Little Sunshine|Elk|,|lead|zinc|silver|,|Elk Mining|Fannie Gremm Mining|Little Sunshine Mining|United Mines and Metals|,-115.8,47.48,text,record,record,,,
WL0378,8936,WL0378,Snowstorm No. 1-2,copper; gold; silver,Hecla Mining Company; Inspiration Lead; Silverore Mining Company,-115.72,47.48,"115° 43' 37.17750000"" W","47° 29' 12.65758800"" N",-115.72,47.48,Lookout Pass,Wallace,Wallace,48N 06E NWNW,48N,06E,29,NWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,448,83846,Hunter,0,0,0,1,0,0,1,|Snowstorm No. 1-2|,|copper|gold|silver|,|Hecla Mining Company|Inspiration Lead|Silverore Mining Company|,-115.72,47.48,text,record,record,,,
WL0379,8937,WL0379,"Columbia Copper, Golden Marguerite",copper; lead; silver,Columbia Copper,-115.76,47.48,"115° 46' 02.29749600"" W","47° 28' 56.92454400"" N",-115.76,47.48,Mullan,Wallace,Wallace,48N 05E SWNW,48N,05E,25,SWNW,NW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,485,83846,Hunter,0,0,0,0,0,0,1,|Columbia Copper|Golden Marguerite|,|copper|lead|silver|,|Columbia Copper|,-115.76,47.48,text,record,record,,,
WL0380,8938,WL0380,Mountain Con Group,silver; lead,Mountain Con Mining,-115.87,47.48,"115° 52' 47.09359200"" W","47° 29' 10.34948400"" N",-115.87,47.48,Wallace,Wallace,Wallace,48N 04E NENE,48N,04E,25,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,526,83873,Lelande,0,0,0,0,0,0,1,|Mountain Con Group|,|silver|lead|,|Mountain Con Mining|,-115.87,47.48,text,record,record,,,
WL0381,8939,WL0381,"Sunshine Premier, Elk, Premier Star",lead; uranium; silver; zinc,Sunshine Premier Mining,-115.8,47.48,"115° 48' 19.20978000"" W","47° 29' 13.55550000"" N",-115.8,47.48,Mullan,Wallace,Wallace,48N 05E NENW,48N,05E,27,NENW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,138,83846,Hunter,0,1,0,0,0,0,1,|Sunshine Premier|Elk|Premier Star|,|lead|uranium|silver|zinc|,|Sunshine Premier Mining|,-115.8,47.48,text,record,record,,,
WL0382,8940,WL0382,"Abot Mining Co., Alma Prospect, Patrie",lead; silver; zinc,Alma Mining Company; Alma Mining,-115.76,47.48,"115° 46' 02.69374800"" W","47° 29' 12.22450800"" N",-115.76,47.48,Mullan,Wallace,Wallace,48N 05E NWNW,48N,05E,25,NWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,147,83846,Hunter,0,1,0,0,0,0,1,|Abot Mining Co.|Alma Prospect|Patrie|,|lead|silver|zinc|,|Alma Mining Company|Alma Mining|,-115.76,47.48,text,record,record,,,
WL0383,8941,WL0383,"Argentine Mine, Callahan",gold; lead; silver; copper,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company; Argentine Leasing; Argentine Mining; Bunker Hill and Sullivan Mining and Concentrating ; Bunker Hill and Sullivan Mining and Concentrating Company; Bunker Hill and Sullivan Mining and Milling; Bunker Hill Smelter; Callahan Zinc-Lead Company; Cominco; DeFremery and Company; Department of Interior; First National Bank; Guardian Casualty and Guaranty; Hecla Mining Company; Wallace Bank and Trust; Western Union,-115.97,47.48,"115° 58' 37.09574400"" W","47° 29' 05.30685600"" N",-115.97,47.48,Wallace,Wallace,Wallace,48N 04E NENW,48N,04E,29,NENW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,254,83873,Evolution,0,1,0,0,1,0,1,|Argentine Mine|Callahan|,|gold|lead|silver|copper|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|Argentine Leasing|Argentine Mining|Bunker Hill and Sullivan Mining and Concentrating |Bunker Hill and Sullivan Mining and Concentrating Company|Bunker Hill and Sullivan Mining and Milling|Bunker Hill Smelter|Callahan Zinc-Lead Company|Cominco|DeFremery and Company|Department of Interior|First National Bank|Guardian Casualty and Guaranty|Hecla Mining Company|Wallace Bank and Trust|Western Union|,-115.97,47.48,text,record,record,,,
WL0384,8942,WL0384,"Youlande Prospect, Yolande",lead; silver; zinc,,-115.79,47.48,"115° 47' 33.92026800"" W","47° 29' 02.46782400"" N",-115.79,47.48,Mullan,Wallace,Wallace,48N 05E NWNW,48N,05E,26,NWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,140,83846,Hunter,0,1,0,0,0,0,0,|Youlande Prospect|Yolande|,|lead|silver|zinc|,,-115.79,47.48,text,record,record,,,
WL0385,8943,WL0385,"Square Deal Mine, Alice Consolidated, Square",lead; silver; zinc,Square Deal,-115.85,47.48,"115° 51' 15.93885600"" W","47° 29' 07.21816800"" N",-115.85,47.48,Mullan,Wallace,Wallace,48N 05E NWNW,48N,05E,29,NWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,118,83873,Lelande,0,1,0,0,0,0,1,|Square Deal Mine|Alice Consolidated|Square|,|lead|silver|zinc|,|Square Deal|,-115.85,47.48,text,record,record,,,
WL0386,8944,WL0386,"Independence Lead Mine, Sunshine Premier",lead; silver; zinc,Independence Lead Mines,-115.79,47.48,"115° 48' 02.32520400"" W","47° 29' 07.93960800"" N",-115.8,47.48,Mullan,Wallace,Wallace,48N 05E NWNE,48N,05E,27,NWNE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,139,83846,Hunter,0,1,0,0,0,0,1,|Independence Lead Mine|Sunshine Premier|,|lead|silver|zinc|,|Independence Lead Mines|,-115.8,47.48,text,record,record,,,
WL0387,8945,WL0387,"Silver Reef Prospect, Abot Mining Co., Silver Hunter",lead; zinc; silver,Silver Reef Mining Company Limited,-115.77,47.48,"115° 46' 49.38679200"" W","47° 28' 52.20818400"" N",-115.78,47.48,Mullan,Wallace,Wallace,48N 05E SWNE,48N,05E,26,SWNE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,142,83846,Hunter,0,1,0,0,0,0,1,|Silver Reef Prospect|Abot Mining Co.|Silver Hunter|,|lead|zinc|silver|,|Silver Reef Mining Company Limited|,-115.78,47.48,text,record,record,,,
WL0388,9172,WL0388,West Hunter Group,lead; copper; silver,,-115.79,47.48,"115° 47' 50.62466400"" W","47° 28' 56.31171600"" N",-115.79,47.48,Mullan,Wallace,Wallace,48N 05E SENE,48N,05E,27,SENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,553,83846,Hunter,0,0,0,0,0,0,1,|West Hunter Group|,|lead|copper|silver|,,-115.79,47.48,text,record,record,,,
WL0389,9173,WL0389,"Lucky Boy Prospect, Little Jim, Silver Star Mining Co.",lead; silver; zinc,,-115.74,47.48,"115° 44' 57.06358800"" W","47° 28' 56.34901200"" N",-115.74,47.48,Lookout Pass,Wallace,Wallace,48N 06E SWNW,48N,06E,30,SWNW,NW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,279,83846,Hunter,0,0,0,0,0,0,1,|Lucky Boy Prospect|Little Jim|Silver Star Mining Co.|,|lead|silver|zinc|,,-115.74,47.48,text,record,record,,,
WL0390,9174,WL0390,"Gold Hunter Mine No. 5, Hunter Creek Ranch Property",lead; silver; zinc; copper; gold; antimony,Agnico Eagle Mines; Agnico Eagle Mines Limited; Hecla Mining Company; Lucky Eagle Mines Ltd.; Day Mines; Gold Hunter Mines; Gold Hunter Mining; Gold Hunter Mining and Smelting; Tri Metals Milling,-115.78,47.48,"115° 46' 52.37482800"" W","47° 28' 48.03218400"" N",-115.78,47.48,Mullan,Wallace,Wallace,48N 05E NWSE,48N,05E,26,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,143,83846,Hunter,0,1,0,0,1,1,1,|Gold Hunter Mine No. 5|Hunter Creek Ranch Property|,|lead|silver|zinc|copper|gold|antimony|,|Agnico Eagle Mines|Agnico Eagle Mines Limited|Hecla Mining Company|Lucky Eagle Mines Ltd.|Day Mines|Gold Hunter Mines|Gold Hunter Mining|Gold Hunter Mining and Smelting|Tri Metals Milling|,-115.78,47.48,text,record,record,,,
WL0391,9175,WL0391,"Northwest Mining & Milling Co., Shoshone Mine",lead; silver,Northwest Mining and Milling,-115.91,47.48,"115° 55' 11.31355200"" W","47° 28' 55.01244000"" N",-115.91,47.48,Wallace,Wallace,Wallace,48N 04E SWNW,48N,04E,26,SWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,532,83873,Placer Center,0,0,0,0,0,0,1,|Northwest Mining & Milling Co.|Shoshone Mine|,|lead|silver|,|Northwest Mining and Milling|,-115.91,47.48,text,record,record,,,
WL0392,9176,WL0392,"West Federal Group, Plymouth No. 1 Group",lead; silver,Plymouth Lead Mines; West Federal Mining,-115.85,47.48,"115° 51' 23.78678400"" W","47° 28' 47.85013200"" N",-115.85,47.47,Mullan,Wallace,Wallace,48N 05E NWSW,48N,05E,29,NWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,460,83873,Hunter,0,0,0,0,0,0,1,|West Federal Group|Plymouth No. 1 Group|,|lead|silver|,|Plymouth Lead Mines|West Federal Mining|,-115.85,47.47,text,record,record,,,
WL0393,9177,WL0393,American Commander Prospect,lead; silver; zinc,,-115.79,47.48,"115° 47' 47.13259200"" W","47° 28' 58.50775200"" N",-115.79,47.48,Mullan,Wallace,Wallace,48N 05E SENE,48N,05E,27,SENE,NE,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,141,83846,Hunter,0,1,0,0,0,0,1,|American Commander Prospect|,|lead|silver|zinc|,,-115.79,47.48,text,record,record,,,
WL0394,9178,WL0394,"Lottie L. Prospect, Hibernia",lead; silver; zinc,,-115.76,47.48,"115° 46' 02.11746000"" W","47° 28' 54.18854400"" N",-115.76,47.48,Mullan,Wallace,Wallace,48N 05E SWNW,48N,05E,25,SWNW,NW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,145,83846,Hunter,0,1,0,0,0,0,0,|Lottie L. Prospect|Hibernia|,|lead|silver|zinc|,,-115.76,47.48,text,record,record,,,
WL0395,9179,WL0395,Granada Mine,silver; zinc; lead,,-115.88,47.47,"115° 52' 56.34544800"" W","47° 28' 45.65344800"" N",-115.88,47.47,Wallace,Wallace,Wallace,48N 04E NESE,48N,04E,25,NESE,SE,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,249,83873,Placer Center,0,1,0,0,0,0,1,|Granada Mine|,|silver|zinc|lead|,,-115.88,47.47,text,record,record,,,
WL0396,9180,WL0396,"Snowstorm Mine, Snowstorm No. 3, Hunter-Snowstorm Lode, Snowstorm Copper Mine",gold; copper; silver,Hecla Mining Company; Inspiration Lead; Silverore Mining Company; Roberts Coeur d'Alene Mining and Milling; Snow Storm Leasing; Snow Storm Leasing Company; Snow Storm Mines Consolidated; Snow Storm Mining; Snow Storm Silver Lead; Snowstorm Silver-Lead Mines Incorporated; Timberline Resources Corporation,-115.72,47.48,"115° 43' 43.29739200"" W","47° 28' 53.82958800"" N",-115.72,47.48,Lookout Pass,Wallace,Wallace,48N 06E SWNW,48N,06E,29,SWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,281,83846,Hunter,0,1,0,1,1,1,1,|Snowstorm Mine|Snowstorm No. 3|Hunter-Snowstorm Lode|Snowstorm Copper Mine|,|gold|copper|silver|,|Hecla Mining Company|Inspiration Lead|Silverore Mining Company|Roberts Coeur d'Alene Mining and Milling|Snow Storm Leasing|Snow Storm Leasing Company|Snow Storm Mines Consolidated|Snow Storm Mining|Snow Storm Silver Lead|Snowstorm Silver-Lead Mines Incorporated|Timberline Resources Corporation|,-115.72,47.48,text,record,record,,,
WL0397,9181,WL0397,"Galena Mine, Chicago-Boston, Kill Buck, Coeur Galena, Galena Millsite",gold; copper; lead; antimony; uranium; zinc; silver,Asarco; Asarco Incorporated; Callahan Mining Company; Callahan Mining Corporation; Coeur d'alene Mines; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company; American Smelting and Refining; Americas Gold and Silver Corp.; ASARCO; Asarco Incorporated; Asasrco; Callahan Mining and Asarco; Callahan Mining Company; Callahan Zinc-Lead Company; Chicago-Boston Mining; Coeur d'Alene Vulcan Mining; Couer Silver Valley; Evolution Keystone Mining; Galena Mining; Kill Buck Mining; Vulcan Silver-Lead; Asarco Incorporated; Coeur d Alene Mines Corporation (CDA); Silver Resources Corporation,-115.96,47.47,"115° 58' 00.87826800"" W","47° 28' 39.60318000"" N",-115.96,47.47,Wallace,Wallace,Wallace,48N 04E NESE,48N,04E,29,NESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,256,83873,Evolution,0,1,0,0,1,1,1,|Chicago-Boston|Kill Buck|Galena Millsite|,|gold|copper|lead|antimony|uranium|zinc|silver|,|Asarco|Asarco Incorporated|Callahan Mining Company|Callahan Mining Corporation|Coeur d'alene Mines|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|American Smelting and Refining|Americas Gold and Silver Corp.|ASARCO|Asarco Incorporated|Asasrco|Callahan Mining and Asarco|Callahan Mining Company|Callahan Zinc-Lead Company|Chicago-Boston Mining|Coeur d'Alene Vulcan Mining|Couer Silver Valley|Evolution Keystone Mining|Galena Mining|Kill Buck Mining|Vulcan Silver-Lead|Asarco Incorporated|Coeur d Alene Mines Corporation (CDA)|Silver Resources Corporation|,-115.96,47.47,text,record,record,,,
WL0398,9182,WL0398,Mayflower Mine,lead; silver; zinc,Mayflower Mining and Developing,-115.85,47.47,"115° 51' 38.69110800"" W","47° 28' 41.01006000"" N",-115.86,47.47,Mullan,Wallace,Wallace,48N 05E NESE,48N,05E,30,NESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,132,83873,Hunter,0,1,0,0,0,0,1,|Mayflower Mine|,|lead|silver|zinc|,|Mayflower Mining and Developing|,-115.86,47.47,text,record,record,,,
WL0399,9183,WL0399,"Homestake Prospect, Abot Mining Co., King",lead; copper; zinc; silver,Homestake Mining,-115.76,47.47,"115° 46' 01.79324400"" W","47° 28' 43.02854400"" N",-115.76,47.47,Mullan,Wallace,Wallace,48N 05E NWSW,48N,05E,25,NWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,146,83846,Hunter,0,1,0,0,0,0,1,|Homestake Prospect|Abot Mining Co.|King|,|lead|copper|zinc|silver|,|Homestake Mining|,-115.76,47.47,text,record,record,,,
WL0400,9184,WL0400,Snowstorm No. 4,copper; gold; silver,Hecla Mining Company; Inspiration Lead; Silverore Mining Company,-115.73,47.47,"115° 44' 09.43400400"" W","47° 28' 44.61340800"" N",-115.73,47.47,Lookout Pass,Wallace,Wallace,48N 06E NWSE,48N,06E,30,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,447,83846,Hunter,0,0,0,1,0,0,1,|Snowstorm No. 4|,|copper|gold|silver|,|Hecla Mining Company|Inspiration Lead|Silverore Mining Company|,-115.73,47.47,text,record,record,,,
WL0401,9185,WL0401,"United Lead Zinc Prospect, Alice Consolidated",lead; zinc; silver,Alice Mining; United Lead-Zinc Mines,-115.85,47.47,"115° 51' 21.08660400"" W","47° 28' 41.33416800"" N",-115.85,47.47,Mullan,Wallace,Wallace,48N 05E NWSW,48N,05E,29,NWSW,SW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,134,83873,Hunter,0,1,0,0,0,0,1,|United Lead Zinc Prospect|Alice Consolidated|,|lead|zinc|silver|,|Alice Mining|United Lead-Zinc Mines|,-115.85,47.47,text,record,record,,,
WL0402,9186,WL0402,Butte and Coeur d'Alene,lead; zinc; copper; silver,,-115.75,47.47,"115° 45' 10.05966000"" W","47° 28' 37.34094000"" N",-115.75,47.47,Mullan,Wallace,Wallace,48N 05E NESE,48N,05E,25,NESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,150,83846,Hunter,0,1,0,0,0,0,1,|Butte and Coeur d'Alene|,|lead|zinc|copper|silver|,,-115.75,47.47,text,record,record,,,
WL0403,9187,WL0403,Tucker Group,silver; copper; lead; gold,Tucker Mining and Milling,-115.68,47.47,"115° 41' 06.08035200"" W","47° 28' 29.35077600"" N",-115.68,47.47,Lookout Pass,Wallace,Wallace,48N 06E SWSW,48N,06E,27,SWSW,SW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,546,83846,Hunter,0,0,0,0,0,0,1,|Tucker Group|,|silver|copper|lead|gold|,|Tucker Mining and Milling|,-115.68,47.47,text,record,record,,,
WL0404,9188,WL0404,"Silver Cable Mine, Idaho-Montana Silver Inc. Prospect, Uranium Mines Inc., Silver Center, Silver Leader",copper; lead; uranium; silver; zinc; gold,Silver Cable; Bunker Hill; Bunker Hill Company; Grant Douglas Acquisition Corporation; Hecla Mining Company; Idaho Silver Cable Mining; Idaho-Montana Silver Mines; Noranda Exploration; Pinnacle Exploration; Silver Cable Mining; Silver Center Mining; Silver Leader Mines; Uranium Mines,-115.62,47.47,"115° 37' 20.35387200"" W","47° 28' 37.30843200"" N",-115.62,47.47,Saltese,Wallace,Wallace,,,,,,,,,,277,,,0,0,0,0,0,0,1,|Silver Cable Mine|Idaho-Montana Silver Inc. Prospect|Uranium Mines Inc.|Silver Center|Silver Leader|,|copper|lead|uranium|silver|zinc|gold|,|Silver Cable|Bunker Hill|Bunker Hill Company|Grant Douglas Acquisition Corporation|Hecla Mining Company|Idaho Silver Cable Mining|Idaho-Montana Silver Mines|Noranda Exploration|Pinnacle Exploration|Silver Cable Mining|Silver Center Mining|Silver Leader Mines|Uranium Mines|,-115.62,47.47,text,record,record,,,
WL0405,9189,WL0405,Hunter Creek Prospect,silver; zinc; gold; lead,Hunter Creek Mining; Hunter Silver-Lead Company; Mines Research Bureau,-115.76,47.47,"115° 45' 58.40902800"" W","47° 28' 34.67658000"" N",-115.76,47.47,Mullan,Wallace,Wallace,48N 05E SESW,48N,05E,25,SESW,SW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,148,83846,Hunter,0,1,0,0,0,0,1,|Hunter Creek Prospect|,|silver|zinc|gold|lead|,|Hunter Creek Mining|Hunter Silver-Lead Company|Mines Research Bureau|,-115.76,47.47,text,record,record,,,
WL0406,9190,WL0406,"Pandora Prospect, Silver Mountain Lead",lead; silver; copper; zinc,Hecla Mining Company; Inspiration Lead; Silverore Mining Company; Pandora Copper Mining,-115.7,47.47,"115° 42' 34.06701600"" W","47° 28' 32.33812800"" N",-115.7,47.47,Lookout Pass,Wallace,Wallace,48N 06E SESE,48N,06E,29,SESE,SE,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,282,83846,Hunter,0,1,0,1,0,0,1,|Pandora Prospect|Silver Mountain Lead|,|lead|silver|copper|zinc|,|Hecla Mining Company|Inspiration Lead|Silverore Mining Company|Pandora Copper Mining|,-115.7,47.47,text,record,record,,,
WL0407,9191,WL0407,"Abbatour Claim, Superior Silver Mines Inc.",silver,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company,-115.97,47.47,"115° 58' 21.21873600"" W","47° 28' 31.50303600"" N",-115.97,47.47,Wallace,Wallace,Wallace,48N 04E SWSE,48N,04E,29,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,255,83873,Evolution,0,0,0,0,0,0,0,|Abbatour Claim|Superior Silver Mines Inc.|,|silver|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|,-115.97,47.47,text,record,record,,,
WL0408,9192,WL0408,"Alice Consolidated Mine, Mullan Silver Lead Co., Alice Silver",gold; lead; silver; copper; zinc,Alice Mining; Alice Silver-Lead Mining; Maurer Mines; Mullan Silver-Lead,-115.84,47.47,"115° 50' 50.01752400"" W","47° 28' 31.03842000"" N",-115.84,47.47,Mullan,Wallace,Wallace,48N 05E SESW,48N,05E,29,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,135,83846,Hunter,0,1,0,0,1,0,1,|Alice Consolidated Mine|Mullan Silver Lead Co.|Alice Silver|,|gold|lead|silver|copper|zinc|,|Alice Mining|Alice Silver-Lead Mining|Maurer Mines|Mullan Silver-Lead|,-115.84,47.47,text,record,record,,,
